x,y
1.0,0.0
0.99622,0.00076
0.98532,0.00332
0.96832,0.00791
0.9462,0.01416
0.91957,0.02138
0.88852,0.02895
0.853,0.0368
0.81338,0.04518
0.77037,0.05416
0.72473,0.06368
0.6773,0.07361
0.62903,0.08367
0.581,0.09331
0.53392,0.10142
0.48768,0.10698
0.44181,0.10971
0.39609,0.1099
0.35073,0.10807
0.30627,0.10458
0.26322,0.09961
0.22208,0.09333
0.18329,0.0859
0.14728,0.0775
0.11447,0.06829
0.0852,0.05845
0.05982,0.04818
0.03861,0.03768
0.02182,0.02718
0.00969,0.01696
0.00239,0.00728
0.0,0.0
7e-05,-0.00115
0.00429,-0.00826
0.01562,-0.01526
0.03299,-0.02269
0.05617,-0.0308
0.08431,-0.04006
0.11621,-0.05032
0.151,-0.06102
0.18802,-0.0716
0.22664,-0.08149
0.26633,-0.08997
0.30686,-0.09628
0.3482,-0.09988
0.3905,-0.1003
0.43411,-0.0976
0.47877,-0.09211
0.52437,-0.08354
0.57163,-0.07217
0.6207,-0.05937
0.67084,-0.04632
0.72113,-0.03387
0.77054,-0.02272
0.81792,-0.01341
0.86208,-0.00625
0.90185,-0.00137
0.9361,0.00133
0.96383,0.00212
0.98403,0.0015
0.99606,0.00046
1.0,0.0
